"docid"	"actualdate"	"earliestdate"	"firstpub"	"tags"	"recordid"	"OCLC"	"author"	"enumcron"	"title"	"gender"	"nationality"	"authsvols"
"pst.000008804044"	1908	1887	1887	"elite"			"Stevenson, Robert Louis"		"The merry men"	"m"	"uk"	624
"uiuo.ark+=13960=t9378171p"	1887	1887		"vulgar"			"Veley, Margaret"		"A garden of memories. Mrs. Austin. Lizzie's bargain"	"f"	"uk"	5
"uc2.ark+=13960=t1td9qq24"	1888	1888		"vulgar"			"Châteauclair, Wilfrid"		"The young seigneur;"	"m"	"ca"	3
"loc.ark+=13960=t0zp4n54x"	1888	1888		"vulgar"			"Andrews, Anabel (Follanbee)"		"Flower fancies"	"f"	"us"	1
"uc2.ark+=13960=t2h70dt42"	1888	1888		"vulgar"			"Gibbon, Charles"		"Beyond compare"	"m"	"uk"	37
"nyp.33433076066806"	1888	1888	1888	"elite"	8689851	615113	"Kirk, Ellen Olney"		"Queen Money"	"f"	"us"	22
"uc2.ark+=13960=t5x63ds6x"	1888	1888	1888	"elite"	119926	3567675	"Ward, Mary Augusta"		"Robert Elsmere"	"f"	"uk"	0
"mdp.39015028625682"	1888	1888		"vulgar"			"Perelaer, Michael Theophile Hubert"		"Baboe Dalima;"	"m"	"dutch"	1
"nyp.33433076053705"	1889	1889		"vulgar"			"Saltus, Edgar"		"The truth about Tristrem Varick;"	"m"	"us"	47
"wu.89098003668"	1889	1889	1889	"vulgar"			"Powell, Ella M"		"Clio"	"f"	"us"	1
"uc2.ark+=13960=t25b02j1t"	1889	1889		"presentaselite"			"Cooke, John Esten"		"Surry of Eagle's-nest"	"m"	"us"	54
"njp.32101065848226"	1889	1889		"vulgar"			"Murray, David Christie"		"Schwartz"	"m"	"uk"	36
"pst.000006723453"	1889	1889		"vulgar"			"Yonge, Charlotte M"		"Beechcroft at Rockstone"	"f"	"uk"	218
"nyp.33433082288428"	1889	1889		"vulgar"			"Wiggin, Kate Douglas Smith"		"The story of Patsy"	"f"	"us"	119
"njp.32101066919174"	1889	1889		"vulgar"			"Schubin, Ossip"		"Erlach court"	"f"	"austrian"	8
"nyp.33433075738033"	1889	1889		"vulgar"			"Ebers, Georg"		"Serapis;"	"m"	"german"	103
"uc1.b249261"	1889	1889	1889	"elite"	6501920	1466392	"Hardy, Arthur Sherburne"		"Passe Rose"	"m"	"us"	18
"uc2.ark+=13960=t0dv1ds4q"	1890	1889	1889	"elite"	7660424	4648789	"Grand, Sarah"		"Ideala"	"f"	"ir"	19
"uiuo.ark+=13960=t47p9mm6s"	1889	1889	1889	"elite"	8721437	2303933	"Russell, William Clark"	"v.1"	"Marooned"	"m"	"uk"	117
"uiuo.ark+=13960=t5h99rx11"	1889	1889		"vulgar"			"Smith, Constance"		"The repentance of Paul Wentworth"	"f"	"uk"	3
"uiuo.ark+=13960=t0jt09500"	1889	1889	1889	"elite"	8721437	2303933	"Russell, William Clark"	"v.2"	"Marooned"	"m"	"uk"	117
"pst.000002132532"	1889	1889	1889	"elite"	7025711	81300688	"Somerville, E. Œ"		"An Irish cousin"	"f"	"ir"	41
"uiuo.ark+=13960=t51g1046c"	1889	1889	1889	"elite"	8721426	81977491	"Carr, Alice Vansittart (Strettell)"	"v.1"	"Margaret Maliphant"	"f"	"uk"	3
"uiuo.ark+=13960=t7kp8942d"	1889	1889	1889	"elite"	8721426	81977491	"Carr, Alice Vansittart (Strettell)"	"v.2"	"Margaret Maliphant"	"f"	"uk"	3
"uiuo.ark+=13960=t9g45077d"	1889	1889	1889	"elite"	8721426	81977491	"Carr, Alice Vansittart (Strettell)"	"v.3"	"Margaret Maliphant"	"f"	"uk"	3
"uiuo.ark+=13960=t0vq38v4c"	1889	1889		"vulgar"			"Fane, Violet"		"The story of Helen Davenant"	"f"	"uk"	16
"uiuo.ark+=13960=t1qf9bh67"	1889	1889	1889	"elite"	8721437	2303933	"Russell, William Clark"	"v.3"	"Marooned"	"m"	"uk"	117
"nyp.33433076051998"	1889	1889		"vulgar"			"Mason, Eveleen Laura"		"Hiero-salem"	"f"	"us"	2
"mdp.39015073479282"	1890	1890		"vulgar"			"Henty, G. A"		"St. George for England"	"m"	"uk"	600
"uc2.ark+=13960=t2p55gp79"	1890	1890		"vulgar"			"Bain, F. W"		"Dmitri"	"m"	"uk"	83
"uc2.ark+=13960=t9m32tr6b"	1907	1890	1890	"vulgar"			"Sudermann, Hermann"		"Regina;"	"m"	"german"	47
"uc2.ark+=13960=t1gh9cs39"	1890	1890		"vulgar"			"Holmes, Mary Jane"		"Dora Deane"	"f"	"us"	85
"uiuo.ark+=13960=t0zp49h3s"	1890	1890	0	"vulgar"			"Carey, Rosa Nouchette"		"Lover or friend?"	"f"	"uk"	113
"mdp.39015063747904"	1890	1890		"vulgar"			"Wood, H. F"		"The night of the 3d ult"			2
"uiuo.ark+=13960=t5t733b8r"	1891	1891	1891	"elite"	1426168	888639	"Barrie, J. M"	"v. 2"	"The little minister"	"m"	"uk"	178
"uc2.ark+=13960=t3513x89r"	1891	1891		"vulgar"			"Ward, E"		"A pair of originals"			2
"uiuo.ark+=13960=t6m04st95"	1891	1891	1891	"elite"	1426168	888639	"Barrie, J. M"	"v. 3"	"The little minister"	"m"	"uk"	178
"uiuo.ark+=13960=t4vh67901"	1891	1891	1891	"elite"	1426168	888639	"Barrie, J. M"	"v. 1"	"The little minister"	"m"	"uk"	178
"uc2.ark+=13960=t4vh5cx68"	1891	1891		"presentaselite"			"Harland, Henry"		"Mea culpa"	"m"	"us"	39
"mdp.39015005942605"	1958	1891	1891	"elite"			"Gissing, George"		"New Grub Street"	"m"	"uk"	127
"uc2.ark+=13960=t07w6779k"	1891	1891		"vulgar"			"Daniels, Cora Linn"		"Sardia, a story of love"	"f"	"us"	1
"nyp.33433082530647"	1892	1892		"vulgar"			"Finley, Martha"		"Elsie at Viamede"	"f"	"us"	71
"uc2.ark+=13960=fk52f7k42g"	1892	1892		"vulgar"			"Watson, William"		"The adventures of a blockade runner;"	"m"	"us"	2
"wu.89098856453"	1892	1892	1895	"elite"	5789512	38846980	"Dowie, Ménie Muriel"		"A girl in the Karpathians"	"f"	"uk"	4
"uc2.ark+=13960=t8w951q8r"	1892	1892	1892	"vulgar"			"Birkmaier, Elizabeth G"		"Poseidon's paradise"	"f"	"us"	2
"uc1.b3578724"	1892	1892	1892	"elite"	6678156	4166116	"Hardy, Thomas"	"v. 1"	"Tess of the D'Urbervilles"	"m"	"uk"	282
"njp.32101074871284"	1892	1892		"vulgar"			"Linthicum, Richard"		"A book of Rocky Mountain tales"	"m"	"us"	1
"uc1.b3578726"	1892	1892	1892	"elite"	6678156	4166116	"Hardy, Thomas"	"v. 3"	"Tess of the D'Urbervilles"	"m"	"uk"	282
"uc1.b3578725"	1892	1892	1892	"elite"	6678156	4166116	"Hardy, Thomas"	"v. 2"	"Tess of the D'Urbervilles"	"m"	"uk"	282
"uc1.b3326437"	1900	1893	1893	"vulgar"			"Steel, Flora Annie Webster"		"Miss Stuart's legacy"	"f"	"uk"	50
"uc1.b4101375"	1893	1893	1893	"vulgar"			"Burnand, F. C"		"The real adventures of Robinson Crusoe"	"m"	"uk"	24
"uc2.ark+=13960=t41r6ns5n"	1893	1893		"vulgar"			"Brown, William Horace"		"A southern heritage"			2
"uc1.b248450"	1900	1893	1893	"elite"	6501359	13298455	"Catherwood, Mary Hartwell"		"The white islander"	"f"	"us"	35
"uiuo.ark+=13960=t3xs60k95"	1893	1893	1893	"elite"	8723056	20737272	"Allen, Grant"	"v.1"	"The scallywag"	"m"	"ca"	60
"uiuo.ark+=13960=t3rv0v43n"	1893	1893	1893	"elite"	8723056	20737272	"Allen, Grant"	"v.3"	"The scallywag"	"m"	"ca"	60
"uiuo.ark+=13960=t3jw8nr85"	1893	1893	1893	"elite"	8723056	20737272	"Allen, Grant"	"v.2"	"The scallywag"	"m"	"ca"	60
"mdp.39015063602521"	1893	1893		"vulgar"			"Wallace, Lew"		"The prince of India, or, Why Constantinople fell"	"m"	"us"	21
"uc2.ark+=13960=t7mp4xh9z"	1893	1893		"vulgar"			"Ingram, J. Forsyth"		"The story of a gold concession"	"m"	"uk"	1
"loc.ark+=13960=t16m3cg8z"	1893	1893	1893	"vulgar"			"Chittenden, L. E"		"An unknown heroine;"	"m"	"us"	2
"nyp.33433076067085"	1893	1893	1893	"elite"	7922879	1191144	"King, Grace Elizabeth"		"Balcony stories"	"f"	"us"	11
"uc1.b4102757"	1893	1893	1893	"elite"	205363	1240013	"Fuller, Henry Blake"	"copy 2"	"The cliff-dwellers"	"m"	"us"	22
"uc2.ark+=13960=t02z14r3d"	1894	1894		"vulgar"			"Schindler, Solomon"		"Young West;"	"m"	"us"	3
"uc2.ark+=13960=t2m61hb1j"	1894	1894	1894	"elite"	7686391	1835024	"Caine, Hall"		"The manxman"	"m"	"uk"	101
"dul1.ark+=13960=t03x8jh3v"	1894	1894		"vulgar"			"Adderley, James Granville"		"Stephen Remarx;"	"m"	"uk"	3
"mdp.39015006977899"	1894	1894	1894	"elite"	164883	1937066	"Du Maurier, George"		"Trilby"	"m"	"uk"	19
"uiuo.ark+=13960=t4th9616r"	1894	1894		"vulgar"			"Carey, Rosa Nouchette"		"The old, old story"	"f"	"uk"	113
"mdp.39015016768288"	1894	1894	1894	"elite"	513550	7311970	"Chopin, Kate"		"Bayou folk"	"f"	"us"	3
"mdp.39015063753530"	1894	1894		"vulgar"			"Atherton, Gertrude Franklin Horn"		"Before the Gringo came"	"f"	"us"	161
"uva.x030826018"	1894	1894		"vulgar"			"Townsend, Virginia F"		"""Sirs, only seventeen!"""	"f"	"us"	10
"uc1.b308297"	1895	1895		"vulgar"			"Freeman, Mary Eleanor Wilkins"		"Comfort Pease and her gold ring"	"f"	"us"	83
"uc2.ark+=13960=t6xw4n10m"	1895	1895		"vulgar"			"Stables, Gordon"		"Shireen and her friends"	"m"	"uk"	21
"mdp.39015001797946"	1895	1895	1895	"elite"	3912340	6663515	"Grahame, Kenneth"		"The golden age"	"m"	"uk"	36
"uc1.b3325539"	1895	1895	1895	"elite"	6131725	13322230	"Mallock, W. H"	"v. 2"	"The heart of life"	"m"	"uk"	43
"uc2.ark+=13960=t85h7cw8f"	1895	1895	1895	"elite"	6148723	1283650	"Wells, H. G"		"The wonderful visit"	"m"	"uk"	154
"mdp.39015031311684"	1895	1895	1896	"elite"	1378158	67409910	"Macleod, Fiona"		"The mountain lovers"	"m"	"uk"	13
"nyp.33433075752133"	1895	1895		"vulgar"			"Winter, John Strange"		"Private Tinker"	"f "	"uk"	62
"mdp.39015059502669"	1895	1895		"vulgar"			"Read, Opie Percival"		"My young master;"	"m"	"us"	61
"uc2.ark+=13960=t9n29z109"	1895	1895		"vulgar"			"Roberts, Morley"		"The degradation of Geoffrey Alwith"	"m"	"uk"	41
"uc1.b3325538"	1895	1895	1895	"elite"	6131725	13322230	"Mallock, W. H"	"v. 1"	"The heart of life"	"m"	"uk"	43
"mdp.39015063547809"	1895	1895	1895	"elite"	320371	2415313	"Hobbes, John Oliver"		"The gods, some mortals and Lord Wickenham"	"f"	"us"	41
"mdp.39015023133641"	1895	1895	1895	"elite"	438888	421784	"D'Arcy, Ella"		"Monochromes"	"f"	"uk"	3
"uc2.ark+=13960=t0vq30t72"	1895	1895	1895	"elite"	7687035	3025162	"Crackanthorpe, Hubert"		"Sentimental studies, and A set of village tales"	"m"	"uk"	9
"njp.32101063606774"	1895	1895		"presentaselite"			"Crockett, S. R"		"Sweetheart travellers"	"m"	"uk"	146
"mdp.39015063541273"	1895	1895		"vulgar"			"Burnham, Clara Louise"		"The wise woman"	"f"	"us"	50
"uiuo.ark+=13960=t4kk9x89j"	1895	1895		"vulgar"			"Robinson, F. W"		"The woman in the dark"	"m"	"uk"	55
"uc1.$b684700"	1896	1896	1896	"elite"	9977378		"O'Grady, Standish"		"Ulrick the Ready"	"m"	"ir"	12
"mdp.39015055066743"	1896	1896	1896	"elite"	242096	3337012	"Morrison, Arthur"		"A child of the Jago"	"m"	"uk"	39
"njp.32101065701169"	1896	1896		"vulgar"			"Poole, Mary Belle"		"Down fate's walk;"			1
"nyp.33433075767198"	1896	1896		"vulgar"			"Whishaw, Frederick"		"A boyar of the Terrible;"	"m"	"uk"	8
"wu.89098022577"	1896	1896	1896	"vulgar"			"Dumond, Annie Nelles,"		"Christlike"	"f"	"us"	5
"uc2.ark+=13960=t8pc2vb7z"	1896	1896	1897	"elite"	1027243	2004399	"Crane, Stephen"		"George's mother"	"m"	"us"	41
"njp.32101065845917"	1896	1896	1896	"elite"	9405681	5715772	"Munro, Neil"		"The lost Pibroch"	"m"	"uk"	21
"nyp.33433076073125"	1896	1896		"vulgar"			"Train, Elizabeth Phipps"		"A social highwayman"	"f"	"us"	8
"mdp.39015030995818"	1897	1897		"vulgar"			"Porter, Charlotte Endymion"		"Clever tales"	"f"	"us"	1
"nyp.33433076021751"	1897	1897		"vulgar"			"Stephens, Robert Neilson"		"An enemy to the king;"	"m"	"us"	28
"uc1.b4104262"	1897	1897	1897	"vulgar"	394601	30328058	"Freeman, Mary Eleanor Wilkins"		"Jerome, a poor man;"	"f"	"us"	83
"uc1.b3325372"	1897	1897	1897	"elite"	6131639	272031	"Davis, Richard Harding"		"Soldiers of fortune"	"m"	"us"	213
"mdp.39015078546390"	1898	1898		"vulgar"			"anonymous5"		"Grien on Rougemont;"			0
"uc1.$b471567"	1898	1898		"vulgar"			"Post, Helen (Wilmans)"		"A search for freedom"	"f"	"us"	2
"nyp.33433076050818"	1904	1898	1898	"elite"	8663815	37141645	"Peattie, Elia Wilkinson"		"The shape of fear, and other ghostly tales"	"f"	"us"	17
"uc1.b243629"	1899	1898	1898	"elite"	6498261	10522443	"Ollivant, Alfred"		"Bob, son of Battle"	"m"	"uk"	21
"nyp.33433076043433"	1898	1898		"vulgar"			"Ross, Clinton"		"A trooper of the empress"	"m"	"us"	10
"uc1.b249543"	1898	1898		"vulgar"			"Barr, Amelia Edith Huddleston"		"The lost silver of Briffault"	"f"	"uk"	144
"nyp.33433076051303"	1900	1898	1898	"vulgar"			"Major, Charles"		"When knighthood was in flower"	"m"	"us"	21
"uc2.ark+=13960=t3tt4h41b"	1898	1898		"vulgar"			"Noble, Annette Lucile"		"The silent man's legacy"	"f"	"us"	11
"mdp.39015039396083"	1899	1898	1898	"elite"	249158	2461099	"Von Arnim, Elizabeth"		"Elizabeth and her German garden"	"f"	"uk"	63
"nyp.33433074870829"	1898	1898		"vulgar"			"Hocking, Joseph"		"Mistress Nancy Molesworth;"	"m"	"uk"	15
"uc1.b3326036"	1898	1898	1898	"elite"	6538767	378249	"Slosson, Annie Trumbull"		"Dumb foxglove"	"f"	"us"	17
"mdp.39015063551504"	1898	1898	1898	"elite"	286433	3805017	"Crockett, S. R"		"The red axe"	"m"	"uk"	146
"uc2.ark+=13960=t9w08x645"	1898	1898	1898	"elite"	7650366	1629161	"Altsheler, Joseph A"		"A herald of the West;"	"m"	"us"	35
"nyp.33433076059462"	1898	1898	1898	"elite"	8660087	1637309	"Pool, Maria Louise"		"A golden sorrow"	"f"	"us"	28
"uc1.b242928"	1898	1898	1898	"elite"	432668	601928	"Glasgow, Ellen Anderson Gholson"		"Phases of an inferior planet"	"f"	"us"	102
"njp.32101066458629"	1898	1898		"vulgar"			"Ellis, Edward Sylvester"		"Cowmen and rustlers"	"m"	"us"	103
"nyp.33433076050768"	1898	1898	1898	"elite"	8659094	5349379	"Payne, Will"		"The money captain"			10
"nyp.33433076065980"	1899	1899	1899	"elite"	8689733	2231759	"Ford, Paul Leicester"	"v. 2"	"Janice Meredith"	"m"	"us"	47
"uc2.ark+=13960=t2m61fk5s"	1900	1899	1899	"vulgar"			"Palacio Valdés, Armando"		"The joy of Captain Ribot;"	"m"	"spanish"	14
"uc1.b301202"	1899	1899		"vulgar"			"Lust, Adelina Cohnfeldt"		"A tent of grace"	"f"		2
"wu.89099220006"	1899	1899		"vulgar"			"Taylor, Bayard"		"John Godfrey's fortunes"	"m"	"us"	27
"uc1.b3327365"	1899	1899	1899	"elite"	7690627	2721217	"Merriman, Henry Seton"		"The isle of unrest"	"m"	"uk"	54
"uc2.ark+=13960=t2h70896n"	1899	1899	0	"vulgar"			"Weyman, Stanley John"		"When love calls"	"m"	"uk"	116
"uc2.ark+=13960=t6639nr4d"	1899	1899	1899	"elite"	7679378	5632831	"Dowson, Ernest Christopher"		"Adrian Rome"	"m"	"uk"	10
"uc1.b248533"	1899	1899	1899	"presentaselite"			"Besant, Walter"		"The orange girl;"	"m"	"uk"	203
"nc01.ark+=13960=t6m04wk2w"	1899	1899	1899	"vulgar"			"Banks, Charles Eugene"		"In Hampton Roads;"	"m"	"us"	4
"yale.39002030972336"	1900	1899	1899	"vulgar"			"Kennedy, Bart"		"A man adrift"	"m"	"uk"	5
"mdp.39015004288042"	1901	1899	1899	"presentaselite"			"Johnston, Mary"		"To have and to hold"	"f"	"us"	56
"uc2.ark+=13960=t3pv6nz42"	1900	1900	1900	"elite"	784781	887709	"Ward, Mary Augusta"		"Eleanor;"	"f"	"uk"	0
"uc1.b3327221"	1900	1900	1900	"elite"	1189277	729589	"Zangwill, Israel"		"The mantle of Elijah"	"m"	"uk"	71
"njp.32101038161400"	1900	1900	1900	"elite"	7695132	5163767	"Morrison, Arthur"		"Cunning Murrell"	"m"	"uk"	39
"nyp.33433076090970"	1900	1900	1900	"vulgar"			"Freeman, Mary Eleanor Wilkins"		"The heart's highway"	"f"	"us"	83
"mdp.39015005148344"	1900	1900	1900	"elite"	5262003	913934	"Grant, Robert"		"Unleavened bread"	"m"	"us"	47
"uc2.ark+=13960=t5x63jg14"	1900	1900	1900	"elite"	7688947	4118090	"Hewlett, Maurice"		"The life and death of Richard Yea-and-Nay"	"m"	"uk"	142
"uc2.ark+=13960=t6h12wz10"	1900	1900		"vulgar"			"Chipman, William P"		"A yankee lad's pluck"	"m"	"us"	2
"inu.32000000320673"	1900	1900	1900	"elite"	8566395	13588977	"Barrie, J. M"		"Tommy and Grizel"	"m"	"uk"	178
"uc2.ark+=13960=t4fn12c70"	1901	1900	1900	"vulgar"			"Von Hutten, Bettina Riddle"		"Marr'd in making"	"f"	"us"	13
"uc2.ark+=13960=t5z60cq78"	1900	1900	1900	"elite"	481358	1897459	"Malet, Lucas"		"The gateless barrier"	"f"	"uk"	46
"uc2.ark+=13960=t86h4dn5f"	1900	1900	1900	"elite"	1028597	172039	"Glasgow, Ellen Anderson Gholson"		"The voice of the people"	"f"	"us"	102
"uc1.b3329009"	1901	1900	1900	"vulgar"			"Thompson, Maurice"		"Alice of Old Vincennes"	"m"	"us"	28
"nyp.33433076049232"	1900	1900		"vulgar"			"Pidgin, Charles Felton"		"Quincy Adams Sawyer and Mason's corner folks;"	"m"	"us"	27
"uc2.ark+=13960=t5gb2142w"	1900	1900	1900	"elite"	7664800	11248261	"Lawson, Henry"		"On the track"	"m"	"au"	18
"uc1.b102395"	1900	1900	1900	"elite"	6601802	1248709	"Johnston, Mary"		"To have and to hold"	"f"	"us"	56
"uc2.ark+=13960=t8bg2qv8f"	1900	1900	1900	"elite"	7689106	239049	"Hope, Anthony"		"QuisantÃ©"	"m"	"uk"	147
"nyp.33433074857016"	1900	1900		"vulgar"			"Garnett, Olive"		"Petersburg tales"	"f"	"uk"	1
"mdp.39015063938164"	1900	1900		"vulgar"			"Matthews, Brander"		"The action and the word;"	"m"	"us"	44
"nyp.33433076074297"	1900	1900	1900	"vulgar"			"Flynt, Josiah"		"The powers that prey"	"m"	"us"	8
"uc2.ark+=13960=t1sf2nz58"	1901	1901	1901	"elite"	7666640	8717825	"Marriott, Charles"		"The column"	"m"	"uk"	17
"nyp.33433074893409"	1901	1901		"vulgar"			"Mason, A. E. W"		"Ensign Knightley"	"m "	"uk"	48
"uc2.ark+=13960=t0bv7gg7m"	1901	1901	1901	"elite"	1024215	169519	"Parker, Gilbert"		"The right of way"	"m"	"ca"	156
"nyp.33433074866710"	1901	1901	1901	"elite"	8665724	15492090	"Kipling, Rudyard"		"Kim"	"m"	"uk"	540
"inu.32000007094677"	1901	1901	1901	"elite"	8566413	21058074	"Brown, George Douglas"		"The house with the green shutters"	"m"	"uk"	9
"nyp.33433075746648"	1901	1901	1901	"vulgar"			"Sergeant, Adeline"		"My lady's diamonds"	"f"	"uk"	20
"uc2.ark+=13960=t5m904803"	1901	1901	1901	"elite"	663882	757330	"Churchill, Winston"		"The crisis"	"m"	"us"	67
"uc2.ark+=13960=t27943w01"	1901	1901		"vulgar"			"Colton, Arthur Willis"		"The delectable mountains"	"m"	"us"	12
"nyp.33433074852884"	1901	1901		"vulgar"			"Harband, Beatrice M"		"Under the shadow of Durgamma;"	"f"		6
"uc2.ark+=13960=t0tq5rf85"	1901	1901	1901	"elite"	114404	4801039	"Cable, George Washington"		"The cavalier"	"m"	"us"	63
"chi.35738102"	1901	1901	1901	"vulgar"			"White, Matthew Jr"		"Guy Hammersley; or, Clearing His Name"	"m"	"us"	0
"uc1.b3387887"	1907	1901	1901	"vulgar"			"Flandrau, Charles Macomb"		"The diary of a freshman"	"m"	"us"	9
"uc2.ark+=13960=t4qj7cg1w"	1901	1901		"vulgar"			"Irvine, Leigh Hadley"		"An affair in the South seas; a story of romantic adventure"	"m"	"us"	2
"uc2.ark+=13960=t8jd4rr6g"	1901	1901	1901	"vulgar"	7659799	5092322	"French, Allen"		"The colonials;"	"m"	"us"	11
"mdp.39015063963139"	1901	1901	1901	"elite"	167975	2497834	"Voynich, E. L"		"Jack Raymond"	"f"	"ir"	8
"uc2.ark+=13960=t8hd7rc3x"	1901	1901		"elite"			"Tolstoy, Leo"		"Popular stories and legends"	"m"	"russian"	297
"uc2.ark+=13960=t0ms3kw42"	1901	1901		"vulgar"			"Thruston, Lucy Meacham (Kidd)"		"Mistress Brent;"	"f"	"us"	4
"uc1.b3581594"	1901	1901	1901	"elite"	6678825	1376743	"Munro, Neil"		"Doom Castle;"	"m"	"uk"	21
"uc2.ark+=13960=t01z4424r"	1901	1901	1901	"elite"	7677714	10411347	"Zack"		"The white cottage"	"f"	"uk"	2
"mdp.39015005096006"	1901	1901		"elite"			"Jewett, Sarah Orne"		"The Tory lover"	"f"	"us"	73
"nyp.33433082520788"	1901	1901		"vulgar"			"May, Sophie"		"Little grandfather"	"f"	"us"	17
"uc2.ark+=13960=t45q4v85j"	1901	1901		"vulgar"			"Onions, Oliver"		"The compleat bachelor"	"m"	"uk"	26
"uc1.32106002078084"	1901	1901	1901	"elite"	1398698	244815	"Norris, Frank"	1901	"The octopus"	"m"	"us"	81
"uc2.ark+=13960=t5gb1xz8x"	1902	1902	1902	"elite"	201366	645936	"Crawford, F. Marion"		"Cecilia;"	"m"	"us"	306
"mdp.39015031228029"	1902	1902		"presentaselite"			"Davis, Richard Harding"		"Ranson's folly"	"m"	"us"	213
"uc1.b3579188"	1902	1902	1902	"elite"	6678386	8873450	"Barlow, Jane"		"The founding of fortunes"	"f"	"ir"	25
"njp.32101064786591"	1902	1902		"remove"			"Atwater, Emily Paret"		"How Sammy went to Coral-Land"	"f"	"us"	2
"mdp.39015022391133"	1902	1902	1902	"elite"	782024	3505402	"Somerville, E. Œ"		"Some experiences of an Irish R. M"	"f"	"ir"	41
"uc1.32106006691585"	1902	1902	1902	"elite"	7118011	312466	"anonymous6"		"Cuchulain of Muirthemne"	"f"	"ir"	0
"uc2.ark+=13960=t3610z94c"	1908	1902	1902	"elite"	6493885	824452	"Connolly, James B"		"Out of Gloucester"	"m"	"us"	24
"uc2.ark+=13960=t1pg1vn1t"	1902	1902	1902	"vulgar"			"Lorimer, George Horace"		"Letters from a self-made merchant to his son"	"m"	"us"	8
"nyp.33433074949177"	1902	1902	1902	"presentaselite"			"Hobbes, John Oliver"		"Love and the soul hunters"	"f"	"us"	41
"mdp.39015016441308"	1902	1902	1902	"elite"	950797	999124	"Harris, Joel Chandler"		"Gabriel Tolliver"	"m"	"us"	109
"uc2.ark+=13960=t3707z95g"	1902	1902	1902	"elite"	7671534	5858065	"Sedgwick, Anne Douglas"		"The rescue"	"f"	"uk"	50
"uc1.b3569303"	1902	1902	1902	"elite"	123880	274945	"Tarkington, Booth"		"The two Vanrevels"	"m"	"us"	207
"nyp.33433074795125"	1904	1902	1902	"elite"	8660670	31284275	"Wister, Owen"		"The Virginian"	"m"	"us"	72
"nyp.33433075768618"	1903	1902	1902	"elite"	8668162	2870439	"Williamson, C. N"		"The lightning conductor"	"m"	"uk"	69
"uc2.ark+=13960=t2794116w"	1902	1902	1902	"elite"	7647490	7117376	"Foote, Mary Hallock"		"The desert and the sown"	"f"	"us"	24
"mdp.39015063919248"	1902	1902	1902	"elite"	246196	636123	"Harland, Henry"		"The lady paramount"	"m"	"us"	39
"nyp.33433074859699"	1902	1902		"vulgar"			"Grier, Sydney C"		"The prince of the captivity"	"f"	"uk"	11
"uc2.ark+=13960=t03x84h2d"	1902	1902	1902	"elite"	1027392	1817762	"Harte, Bret"		"Openings in the old trail"	"m"	"us"	474
"uc2.ark+=13960=t07w6824b"	1902	1902		"vulgar"			"Young, Martha"		"Plantation bird legends;"	"f"	"us"	10
"nyp.33433075749295"	1902	1902		"vulgar"			"Overstolz, Marie Emelie von"		"Tante Phil's fairy stories"			1
"wu.89006934889"	1902	1902		"vulgar"			"Roe, Edward Payson"		"Without a home"	"m"	"us"	91
"nyp.33433076051063"	1902	1902	1902	"elite"	8679181	2601949	"Payne, Will"		"On fortune's road"			10
"nyp.33433074915962"	1902	1902		"vulgar"			"Morehead, George"		"The story of Francois Villon"			1
"nyp.33433067368039"	1902	1902		"remove"			"Kock, Paul de"		"The Barber of Paris"		"french"	142
"nyp.33433076024532"	1902	1902		"vulgar"			"Luther, Mark Lee"		"The henchman"	"m"	"us"	13
"uc1.31158005332662"	1902	1902	1902	"elite"	630220	1159622	"London, Jack"		"Children of the frost"	"m"	"us"	171
"uc2.ark+=13960=t7dr2qb7b"	1902	1902	1902	"elite"	168676	169979	"Wiggin, Kate Douglas Smith"		"The diary of a goose girl"	"f"	"us"	119
"mdp.39015027996860"	1902	1902		"vulgar"			"Thurston, Katherine"		"The masquerade"	"f"	"ir"	0
"mdp.39015073390521"	1902	1902	1902	"elite"	1105885	4011630	"Linn, James Weber"		"The second generation"	"m"	"us"	5
"uc1.b3569309"	1902	1902	1902	"elite"	6676278	189449	"Van Dyke, Henry"		"The blue flower"	"m"	"us"	54
"nyp.33433074902291"	1902	1902		"vulgar"			"Montagu, Lily H"		"Broken stalks"	"f"	"uk"	1
"nyp.33433075758163"	1902	1902		"presentaselite"			"Wells, H. G"		"The sea lady"	"m"	"uk"	154
"mdp.39015029736793"	1902	1902	1902	"elite"	2651584	4055212	"Stimson, Frederic Jesup"		"Jethro Bacon of Sandwich ; The weaker sex"	"m"	"us"	26
"nyp.33433076074503"	1902	1902		"elite"			"Wharton, Edith"		"The valley of decision;"	"f"	"us"	121
"nyp.33433074877410"	1902	1902	1902	"elite"	8666809	8614402	"King, Maude Egerton Hine"		"Bread and wine"	"f"	"uk"	1
"mdp.39015063946241"	1903	1903	1903	"elite"	247341	1749972	"Page, Thomas Nelson"		"Gordon Keith"	"m"	"us"	156
"njp.32101063580995"	1903	1903	1903	"vulgar"			"Isham, Frederick Stewart"		"Under the rose"	"m"	"us"	19
"wu.89006378830"	1903	1903		"vulgar"			"Mitchell, John Ames"		"The pines of Lory"	"m"	"us"	26
"uc1.$b799911"	1903	1903	1903	"elite"	6131474	1006810	"Stockton, Frank R"		"The captain's toll-gate"	"m"	"us"	120
"uc2.ark+=13960=t7cr5nx6g"	1903	1903		"vulgar"			"Smith, Arthur Cosslett"		"The turquoise cup"	"m"	"us"	4
