"docid"	"author"	"title"	"inferreddate"	"latestcomp"	"firstpub"	"allcopiesofwork"	"copiesin25yrs"	"gender"	"nationality"	"earlyedition"	"lastname"	"imprint"	"recordid"	"norton"	"heath"	"nortonshort"	"mostdiscussed"	"preregistered"	"reviewed"	"contrast4reviewed"	"bestseller"
"mdp.39015030710860"	"Poole, Ernest"	"The harbor"	1915	1915	1915	2	2	"m"	"us"	"True"	"Poole"	"New York|Grosset & Dunlap|1915"	2442002	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"
"nyp.33433076055148"	"Poole, Ernest"	"The harbor"	1915	1915		3	3			"True"	"Poole"	"New York;The Macmillan Company;1915."	8660106	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015059413149"	"Locke, William John,"	"Jaffery"	1915	1915	1915						"Locke"	"New York;John Lane company;London;John Lane;1915."	158503	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015031306742"	"Tarkington, Booth,"	"Seventeen"	1915	1915	1915						"Tarkington"	"New York;Grosset & Dunlap;c1915, 1916"	2434198	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015000666704"	"Ford, Ford Madox"	"The Good Soldier"	1915	1915	1915	2	1	"m"	"uk"	"True"	"Ford"	"New York;John Lane company;London;Joh Lane;1915."	390134	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"wu.89099773699"	"Churchill, Winston, Sir"	"A far country"	1915	1915		8	8			"True"	"Churchill"	"London;Macmillan;1915."	8995965	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015020232743"	"Smith, Francis Hopkinson,"	"Felix O'Day"	1915	1915	1915	2	2			"True"	"Smith"	"New York;C. Scribner's sons;1915."	782947	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015065815659"	"Stratton-Porter, Gene,"	"Michael O'Halloran"	1916	1915	1915						"Stratton-Porter"	"New York;Grosset & Dunlap;1916"	404259	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t9959m718"	"Locke, William John"	"Jaffery"	1915	1915		2	2			"True"	"Locke"	"New York;John Lane company;London;John Lane;1915."	158503	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"wu.89099773699"	"Churchill, Winston,"	"A far country"	1915	1915	1915						"Churchill"	"New York;The Macmillan Company;1915."	663340	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=fk2x34ms9c"	"Grey, Zane"	"The Lone Star ranger;"	1915	1915	1915	2	2			"True"	"Grey"	"New York;London;Harper & brothers;1915."	244775	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076081649"	"Sherwood, Margaret Pollock,"	"The worn doorstep"	1916	1916	1916	3	3			"True"	"Sherwood"	"Boston;Little, Brown, and Company;1916."	8661586	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106002073796"	"James, Henry"	"The jolly corner"	1918	1916		1	1			"True"	"James"	"London;Secker;1918."	7124642	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"
"nyp.33433074865779"	"Howells, William Dean"	"The Leatherwood god"	1916	1916	1916	5	5	"m"	"us"	"True"	"Howells"	"New York;The Century Co.;1916."	479646	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.49015000550633"	"Tarkington, Booth"	"Seventeen"	1916	1916		3	1			"True"	"Tarkington"	"New York;Grosset & Dunlap;c1916."	4437106	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"inu.32000011500214"	"Burroughs, Edgar Rice"	"The beasts of Tarzan"	1916	1916	1916			"m"	"us"		"Burroughs"	"New York;Grosset & Dunlap;1916."	8567459	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t8cf9jv1m"	"Webster, Henry Kitchell"	"The real adventure;"	1916	1916		2	2			"True"	"Webster"	"Indianapolis;The Bobbs-Merrill company;c1916"	1775895	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074840681"	"Curwood, James Oliver"	"The grizzly king"	1918	1916	1916	3	3	"m"	"us"	"True"	"Curwood"	"New York;Grosset & Dunlap;c1918"	286016	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t6c24rx3q"	"James, Henry"	"The real thing"	1922	1916		3	3			"True"	"James"	"New York;Macmillan company;1922."	481173	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"
"uc1.b3727988"	"Spearman, Frank H."	"Nan of Music Mountain"	1916	1916	1916	3	3			"True"	"Spearman"	"New York;Charles Scribner's Sons;1916."	6704608	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076072879"	"Webster, Henry Kitchell,"	"The real adventure"	1916	1916	1916	1	1			"True"	"Webster"	"New York;Grosset & Dunlap;c1916"	8663908	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106002112446"	"Grey, Zane"	"Wildfire"	1916	1916		4	4			"True"	"Grey"	"New York;Grosset & Dunlap;1916."	7122980	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3710785"	"Norris, Kathleen Thompson"	"The heart of Rachael"	1916	1916		4	4			"True"	"Norris"	"Garden City, N.Y.;Doubleday, page & company;1916."	10147035	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t3125qn73"	"Porter, Eleanor H."	"Just David"	1916	1916	1916						"Porter"		7669520	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015009020440"	"Mundy, Talbot"	"King of the Khyber rifles"	1916	1916	1916	2	2	"m"	"uk"	"True"	"Mundy"	"New York;A.L. Burt;c1916"	159838	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074863766"	"Joyce, James"	"A portrait of the artist as a young man"	1916	1916	1916	11	2	"m"	"ir"	"True"	"Joyce"	"New York;Viking Press & B.W. Huebsch;c1916."	8665452	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"pst.000029895397"	"James, Henry"	"The turn of the screw : and other stories"	1969	1916		1	1			"False"	"James"	"Harmondsworth|Penguin|1969."	9441675	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"
"uc1.b4093265"	"Glasgow, Ellen Anderson Gholson,"	"Life and Gabriella;"	1916	1916	1916						"Glasgow"	"Garden City, N.Y.;Doubleday, Page & company;1916."	432656	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uiug.30112042024395"	"Dell, Ethel M."	"The bars of iron"	1916	1916	1916	3	3			"True"	"Dell"	"New York;A. L. Burt company;c1916"	285087	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3710785"	"Norris, Kathleen Thompson,"	"The heart of Rachael"	1916	1916	1916						"Norris"	"New York;Grosset & Dunlap;c1916"	322566	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b4093265"	"Glasgow, Ellen Anderson Gholson"	"Life and Gabriella;"	1916	1916		3	3			"True"	"Glasgow"	"London;J. Murray;1916."	7660195	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.32106005857609"	"Lewis, Wyndham"	"Tarr"	1918	1916	1916			"m"	"uk"		"Lewis"	"London;The Egoist;1918."	538555	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015059377617"	"Hichens, Robert,"	"In the wilderness;"	1917	1917	1917						"Hichens"	"New York;Frederick A. Stokes company;c1917"	117001	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015063549607"	"Connor, Ralph,"	"The major"	1917	1917	1917	5	5			"True"	"Connor"	"New York;George H. Doran company;c1917"	779971	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015002694670"	"Wells, H. G."	"God, the invisible king"	1917	1917	1917						"Wells"			"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t5x63cb4q"	"Wharton, Edith"	"Summer"	1917	1917	1917			"f"	"us"		"Wharton"	"Appleton;1917."	1188226	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t84j0ds6x"	"Locke, William John"	"The red planet"	1917	1917		5	5			"True"	"Locke"	"New York;John Lane company;London;John Lane; [etc., etc.;1917."	538570	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433075761738"	"Farnol, Jeffery"	"The definite object;"	1917	1917		3	3			"True"	"Farnol"	"Boston;Little, Brown, and company;1917."	7647416	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t5r787t41"	"Richardson, Dorothy M"	"Backwater"	1917	1917	1917	4	4	"f"	"uk"	"True"	"Richardson"	"New York;Knopf;1917."	7313634	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t2794143s"	"Burroughs, Edgar Rice"	"A princess of Mars"	1917	1917	1917	4	1	"m"	"us"	"True"	"Burroughs"	"New York;Grosset & Dunlap;1917"	7652854	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074935077"	"Cannan, Gilbert"	"The stucco house"	1918	1917	1917	1	1	"m"	"uk"	"True"	"Cannan"	"New York;George H. Doran Company;c1918"	8663956	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015047678548"	"Cholmondeley, Alice."	"Christine"	1917	1917	1917						"Cholmondeley"	"New York;The Macmillan company;1917."	284639	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t0qr4qx3n"	"Oppenheim, E Phillips"	"The hillman"	1917	1917	1917	3	3	"m"	"uk"	"True"	"Oppenheim"	"New York;A. L. Burt company;1917"	321989	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433076059066"	"Porter, Eleanor H."	"The road to understanding"	1917	1917	1917	1	1			"True"	"Porter"	"Boston;New York;Houghton Mifflin company;1917;(Cambridge;The Riverside Press)"	8659812	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076055130"	"Poole, Ernest"	"His family"	1917	1917		4	4			"True"	"Poole"	"New York;Macmillan;1917."	1376666	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t4zg6jp9m"	"Goldring, Douglas"	"The fortune;"	1917	1917	1917			"m"	"uk"		"Goldring"	"Dublin;London;Maunsel & company, ltd.;1917."	391772	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t6057f51x"	"Rhodes, Eugene Manlove"	"West is west"	1917	1917	1917			"m"	"us"		"Rhodes"	"New York;The H.K. Fly Company;c1917."	9366145	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015030091014"	"Bacheller, Irving,"	"The light in the clearing;"	1917	1917	1917						"Bacheller"	"Indianapolis;The Bobbs-Merrill Company;c1917"	2931673	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015030704384"	"McKenna, Stephen,"	"Sonia, between two worlds"	1917	1917	1917						"McKenna"	"New York;George H. Doran company;c1917"	629857	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015025358592"	"Locke, William John,"	"The red planet"	1917	1917	1917						"Locke"	"New York;John Lane company;London;John Lane; [etc., etc.;1917."	538570	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074864434"	"Gorell, Ronald Gorell Barnes"	"In the night"	1917	1917	1917	1	1	"m"	"uk"	"True"	"Gorell"	"New York;London [etc.;Longmans, Green and Co.;1917."	8668747	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433075756498"	"Sinclair, May."	"The tree of heaven"	1917	1917	1917						"Sinclair"		7703070	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t1dj59149"	"Barbusse, Henri,"	"Under fire;"	1917	1917	1917						"Barbusse"	"New York;E.P. Dutton & co.;1917"	6142241	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t9w08x24c"	"Stratton-Porter, Gene"	"A daughter of the land"	1918	1918		3	3			"True"	"Stratton-Porter"	"Garden City, New York;Doubleday, Page & company;c1918"	404209	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433082485933"	"Bailey, Temple"	"The tin soldier"	1918	1918		3	3			"True"	"Bailey"	"Philadelphia;Penn;1919, c1918."	7651761	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015004048164"	"Blasco Ibáñez, Vicente,"	"The four horsemen of the Apocalypse"	1918	1918	1918						"Blasco"	"New York;E. P. Dutton & company;1918."	1050075	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t95719v6f"	"Dell, Ethel M."	"Greatheart"	1918	1918	1918						"Dell"		7657678	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"loc.ark+=13960=t7jq1gh0t"	"Krunich, Milutin"	"Serbia crucified;"	1918	1918	1918			"m"	"serbian"		"Krunich"	"Boston;New York;Houghton Mifflin Company;1918."	443776	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015012336312"	"Grey, Zane,"	"The U. P. trail;"	1918	1918	1918	2	2			"True"	"Grey"	"New York;London;Harper & brothers;1918"	244820	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015047544880"	"Cather, Willa"	"My Ántonia"	1918	1918		14	6			"True"	"Cather"	"Boston;New York;Houghton Mifflin company;1918"	623893	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"
"uc2.ark+=13960=t15m62b69"	"Porter, Eleanor H."	"Oh, money! money!"	1918	1918	1918						"Porter"		7669521	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015020087865"	"Stratton-Porter, Gene,"	"A daughter of the land"	1918	1918	1918						"Stratton-Porter"	"Garden City, New York;Doubleday, Page & company;c1918"	404209	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"loc.ark+=13960=t1mg86h4n"	"West, Rebecca"	"The return of the soldier"	1918	1918	1918			"f"	"uk"		"West"	"New York;The Century co.;1918."	1194895	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"njp.32101068165883"	"Chambers, Robert W."	"In secret"	1919	1919	1919	1	1			"True"	"Chambers"	"New York;George H. Doran co.;c1919"	8968295	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t9z030x9j"	"Frankau, Gilbert,"	"Peter Jackson, cigar merchant"	1920	1919	1919						"Frankau"		7659743	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=fk4th8bt3z"	"Bacheller, Irving Addison"	"A man for the ages"	1919	1919		2	2			"True"	"Bacheller"	"Indianapolis;The Bobbs-Merril Co.;c1919"	11715916	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015022214764"	"Kipling, Rudyard,"	"The years between"	1919	1919	1919						"Kipling"			"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.b3967100"	"O'Brien, Frederick"	"White shadows in the South Seas"	1919	1919		3	3			"True"	"O'Brien"	"New York;The Century co.;1919."	7888215	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t10p0wz08"	"Burroughs, Edgar Rice"	"Tarzan the untamed"	1920	1919	1919	3	2	"m"	"us"	"True"	"Burroughs"	"New York;Grosset & Dunlap;1920"	7654229	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t8cf9kp28"	"Cabell, James Branch "	"Jurgen: A Comedy of Justice"	1919	1919	1919	4	4	"m"	"us"	"True"	"Cabell"	"New York, R. M. McBride & co.;1919."	626210	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t3qv3dg23"	"Dell, Ethel M."	"The lamp in the desert"	1919	1919	1919						"Dell"		7656972	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t94748z1s"	"Jacobs, W. W"	"Deep waters"	1920	1919	1919			"m"	"uk"		"Jacobs"	"New York;C. Scribner's Sons;1920, c1919."	7663199	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015063739802"	"Andrews, Mary Raymond Shipman"	"Joy in the morning"	1919	1919	1919	2	2	"f"	"us"	"True"	"Andrews"	"New York;Scribner;1919."	243127	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015030755501"	"Johnston, Sir Harry"	"The Gay-Dombeys"	1919	1919	1919			"m"	"uk"		"Johnston"	"New York;The Macmillan company;1919."	559347	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015014365145"	"Woolf, Virginia"	"Night and Day"	1919	1919	1919			"f"	"uk"		"Woolf"	"New York;George H. Doran company;c1920"	1020534	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015076840811"	"Grey, Zane,"	"The desert of wheat"	1919	1919	1919						"Grey"	"New York;Grosset & Dunlap;c1919."	5661574	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t2f766f68"	"Curwood, James Oliver"	"The river's end"	1919	1919		5	4			"True"	"Curwood"	"New York;McKinlay, Stone & Mackenzie;c1919"	7656650	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015063953148"	"Von Arnim, Elizabeth,"	"Christopher and Columbus"	1919	1919	1919	3	3			"True"	"Von"	"Garden City, New York;Doubleday, Page & company;1919."	207180	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015002717778"	"Rinehart, Mary Roberts,"	"Dangerous days"	1919	1919	1919						"Rinehart"	"New York;George H. Doran;c1919"	207270	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015019967010"	"Bergman, Hjalmar"	"God's orchid;"	1924	1919	1919	1	1	"m"	"sw"	"True"	"Bergman"	"New York|A. A. Knopf|1924."	1199832	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t8jd4r302"	"Bailey, Temple,"	"The tin soldier"	1919	1919	1919						"Bailey"		7651761	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015002714957"	"Richardson, Dorothy M"	"The Tunnel"	1919	1919	1919			"f"	"uk"		"Richardson"	"London;Duckworth;1919"	1377262	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015063950037"	"Rinehart, Mary Roberts"	"Dangerous days"	1919	1919		3	3			"True"	"Rinehart"	"New York;The Review of reviews co.;c1919"	207272	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t58c9t183"	"Watson, Robert"	"The girl of O. K. Valley"	1919	1919	1919	2	2	"m"	"us"	"True"	"Watson"	"New York;George H. Doran Company;c1919"	7675669	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015059407935"	"Connor, Ralph,"	"The sky pilot in No man's land"	1919	1919	1919	3	3			"True"	"Connor"	"New York;George H. Doran company;c1919"	392724	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.49015000507567"	"Bacheller, Irving,"	"A man for the ages"	1919	1919	1919	3	3			"True"	"Bacheller"	"Indianapolis;Bobbs-Merrill Co.;c1919."	4432813	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074807748"	"Brand, Max"	"The untamed"	1919	1919	1919	3	3	"m"	"us"	"True"	"Brand"	"New York;London;G.P. Putnam's Sons;1919;([New York;The Knickerbocker Press)"	8658597	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074920772"	"Bailey, H. C. (Henry Christopher)"	"The gamesters"	1919	1919	1919	1	1	"m"	"uk"	"True"	"Bailey"	"New York;E.P. Dutton;c1919"	8666376	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015033609358"	"Wright, Harold Bell,"	"The re-creation of Brian Kent"	1919	1919	1919	3	3			"True"	"Wright"	"Chicago;The Book supply company;1919"	325298	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074943097"	"Comstock, Sarah"	"The valley of vision"	1919	1919	1919	1	1	"f"	"us"	"True"	"Comstock"	"Garden City, New York;Doubleday, Page & company;1919."	8664258	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074943238"	"Conrad, Joseph,"	"The arrow of gold"	1919	1919	1919						"Conrad"	"Garden City, New York;Doubleday, Page & Company;1919."	148989	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t7sn04s0c"	"Gibbs, Philip"	"Back to Life"	1920	1920	1920	1	1	"m"	"uk"	"True"	"Gibbs"	"London;W. Heinemann;1920."	6533674	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015016749262"	"Porter, Eleanor H."	"Mary Marie"	1920	1920	1920	4	4			"True"	"Porter"	"Boston;New York;Houghton Mifflin company;1920."	780135	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"pst.000005408344"	"Golding, Louis"	"Forward from Babylon"	1920	1920	1920			"m"	"uk"		"Golding"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015030700663"	"Kyne, Peter B."	"Kindred of the dust"	1920	1920	1920						"Kyne"	"New York;Grosset & Dunlap;c1920"	591083	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t6k06xn34"	"Deprend, Jeffrey"	"The golden poppy;"	1920	1920	1920			"m"	"us"		"Deprend"	"Chicago;J.W. Wallace & Company;1920."	7656991	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015025919393"	"Weaver, Sarah Harbine"	"The doings of Jane"	1920	1920	1920	1	1	"f"	"us"	"True"	"Weaver"	"Boston, Mass.;The Stratford Company;1920."	323558	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"njp.32101071958951"	"Chekhov, Anton"	"The Chorus Girl and Other Stories "	1920	1920	1920			"m"	"ru"		"Chekhov"	"Chatto & Windus;1920."	8980406	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015011935346"	"Oppenheim, E. Phillips"	"The great impersonation"	1920	1920	1920						"Oppenheim"	"Boston;Little, Brown, & company;1920."	321982	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015035315129"	"Wharton, Edith,"	"The age of innocence"	1920	1920	1920						"Wharton"	"New York [etc.;D. Appleton and Company;1920."	1029666	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076079080"	"Wharton, Edith"	"The age of innocence"	1920	1920		15	8			"True"	"Wharton"	"New York [etc.;D. Appleton and Company;1920."	1029666	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t8rb6wt1j"	"Rinehart, Mary Roberts"	"A poor wise man"	1920	1920		4	4			"True"	"Rinehart"	"New York;Review of Reviews;c1920"	7671085	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc1.a0001253111"	"O. Douglas"	"Penny Plain"	1920	1920	1920			"f"	"uk"		"anonymous_O"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc2.ark+=13960=t80k2765m"	"Darlington, William Aubrey"	"Alf's button"	1920	1920	1920	2	2	"m"	"uk"	"True"	"Darlington"	"New York;Frederick A. Stokes company;c1920"	7655326	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t05x25z6x"	"Lewis, Sinclair"	"Main street"	1920	1920		5	2			"True"	"Lewis"	"New York;Harcourt, Brace and Howe;1920."	1028768	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433075727689"	"Footner, Hulbert"	"The fur bringers"	1920	1920	1920	2	2	"m"	"ca"	"True"	"Footner"	"New York;James A. McCann;1920."	7657611	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"mdp.39015054090355"	"Lewis, Sinclair,"	"Main street"	1920	1920	1920						"Lewis"	"New York;P. F. Collier & Son Corp.;c1920"	628802	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t8gf0p99g"	"Frank, Waldo"	"The Dark Mother"	1920	1920	1920			"m"	"us"		"Frank"	"New York;Boni & Liveright;c1920"	390085	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"nyp.33433074795042"	"Wood, Clement"	"Mountain"	1920	1920	1920	2	2	"m"	"us"	"True"	"Wood"	"New York;E.P. Dutton;c1920."	7677056	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"uc2.ark+=13960=t78s4kj2t"	"Cather, Willa"	"Youth and the Bright Medusa"	1920	1920	1920	4	3	"f"	"us"	"True"	"Cather"	"New York;Alfred A. Knopf;1920."	1028309	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"mdp.39015063923943"	"Lincoln, Joseph Crosby,"	"The Portygee"	1920	1920	1920	1	1			"True"	"Lincoln"	"New York;A. L. Burt company;c1920"	280315	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t0sq8tp41"	"Bullard, Arthur"	"The Stranger"	1920	1920	1920			"m"	"us"		"Bullard"	"New York;The Macmillan Company;1920."	6533191	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
"uc1.b3688192"	"Grey, Zane,"	"The man of the forest"	1920	1920	1920						"Grey"	"Roslyn, N.Y.;W. J. Black;c1920."	6700706	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433076023989"	"Norris, Kathleen Thompson"	"Harriet and the piper"	1920	1920		5	5			"True"	"Norris"	"Garden City, N.Y.;Doubleday, Page & Company;1920."	6498415	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"uc2.ark+=13960=t90865h7g"	"Norris, Kathleen Thompson"	"Harriet and the piper"	1920	1920	1920			"f"	"us"		"Norris"	"Garden City, N.Y.;Doubleday, Page & Company;1920."	6498415	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"
"uc1.b3687303"	"Curwood, James Oliver,"	"The Valley of silent men;"	1920	1920	1920						"Curwood"	"New York;Cosmopolitan book corporation;1920."	286195	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015030659869"	"H̩mon, Louis,"	"Maria Chapdelaine, a tale of the Lake St. John country"	1921	1921	1921						"H̩mon"	"New York;Macmillan;1921."	1208195	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"mdp.39015063930682"	"Fisher, Dorothy Canfield,"	"The brimming cup"	1921	1921	1921	3	3			"True"	"Fisher"	"New York;Harcourt, Brace and company;1921."	388809	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"
"nyp.33433074823026"	"Bardeen, C. W. (Charles William)"	"Castiron Culver"	1921	1921	1921			"m"	"us"		"Bardeen"	"Syracuse, N.Y.;C.W. Bardeen Publisher;c1921."	8658971	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"nyp.33433074853726"	"Dorr, Henry G"	"Mohawk Peter"	1921	1921	1921	1	1	"m"	"us"	"True"	"Dorr"	"Boston;The Cornhill Publishing Co.;c1921."	8658567	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"
"wu.89098985260"	"Swinnerton, Frank"	"Coquette"	1921	1921	1921			"m"	"uk"		"Swinnerton"			"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"
